x,y
3.1760221907895736,18.834277466201822
65.25263575454184,73.36151451118717
30.43019852448099,12.806300512261648
60.007234779667904,73.16895740387592
30.82476329716214,12.896322887650669
61.58957887289592,57.19791847854084
56.68938526459567,92.5299765128589
56.69831002385062,75.29724075217314
38.650455284293294,6.798950291498507
66.41362853679138,9.447477285662975
92.06634116954977,61.16347803052389
7.072906458125361,26.01026322683644
30.32995400548093,81.5449956203594
55.95215149996867,35.5705443014567
13.166688795856729,47.06690568563643
74.14893295172106,94.72531266086767
82.37216833366081,49.92403077511338
27.44135710823967,13.957648253331312
14.875695341343686,28.209020973307165
37.401476081126575,93.64501063225259
53.58164939880946,76.99660576838845
89.67051643895743,96.28587532863622
60.13252614965345,80.58424442888321
24.05716531510842,77.18901722168486
70.55368770197965,24.510405713472505
31.99908537641234,38.15479914394375
24.681324030885044,39.819344309627844
90.93171970232693,39.08809978484914
83.34151719773844,4.013888631907481
72.23735874773412,1.0175742049270409
43.439706970884686,73.23545572283895
69.70135180116912,60.6561569613574
10.436272002906898,48.43308368437269
8.781263644898885,91.42282673350094
90.12533230852499,84.63104368111031
13.498625987790858,88.75586998123262
17.2003089794744,36.877126983980666
27.39194215422076,28.582954759681613
46.78114007005186,99.05143883912986
7.723399943328646,46.97356876574366
96.89452471325136,32.43819298990864
38.010724913404395,56.2844676295428
44.83989597268864,99.81056311800897
32.95949339493149,8.518955826220854
48.44029280212037,17.75144259891446
42.00012411085444,40.15599992352421
84.36867584384143,15.030494088104717
92.88767938396039,84.36530153468883
70.05664028969476,38.08059452365406
55.20150173655666,16.309612800134442
63.13390079222404,75.96445625906489
45.08565182176076,5.145761965584206
12.91330182423145,86.69475672156854
37.199976879175345,82.3710006229687
72.12755668160804,94.36890826462492
97.6055668415295,0.32139935478201487
63.94026218296869,92.30214606994154
2.1872688568751797,46.91426133462533
39.19521841938713,31.19030440513232
59.21981394185612,3.136579471998835
51.93441456586449,93.30632485525655
11.813043701802517,78.31681043748036
27.40650590513881,53.83218388910811
56.22560623482114,34.87732669785398
96.10397286605456,8.650556195422432
75.41541235696015,19.050097789962173
19.808597366779026,4.268229566755933
53.69904653928915,46.948305886250594
41.19124818467035,40.015934530145415
8.021221866158657,56.42174060589804
47.20342916466678,25.266863815051742
44.08928619942771,24.28400956818382
48.31441215111643,65.1388925529575
21.506718625378806,65.78469088738159
40.58918916480317,16.99306881586613
91.04337450950327,78.60981287211519
35.66889531440924,7.013713153031265
49.309265954421264,67.22907377553264
14.906755858281517,21.253010062623147
41.352468524107145,85.06850526440118
88.22901112917963,88.74569765918125
30.08069133188792,61.77231728477264
15.731686602842599,55.64713022038015
42.90999293922418,40.72792050672135
80.59046944816039,8.820563074827225
0.6729209654550705,38.063195748884084
85.55238853724056,44.89728397919386
31.57240119684561,48.48529852091027
82.0943618491229,96.55574567335188
73.8465001372826,65.61541265988352
31.27510013118917,21.61360859280518
74.81312824359682,54.88400726366126
38.373284943257936,32.499214190008274
1.092666682274157,15.586360874195837
99.59629382479417,93.76667317536001
85.06040174230097,95.35822030354485
48.46019963918407,43.54140217952648
45.95954102130382,75.11664786919825
91.88315081704141,1.130615604301699
40.60950440212287,25.421237062396884
81.600656001734,7.5059186549292
18.273112773110977,46.24607841386017
75.20270281102702,7.962822768139144
77.00012963929875,41.31298553416451
2.909022657895255,26.984627950254204
44.64362834517244,45.421629437425196
71.14028954032538,4.185825009265387
36.74944633089559,18.62242052029741
2.0093272922558802,57.182754197403
75.64799023685391,44.61313106654487
29.047947000748643,12.337004458956303
90.33150220761895,22.400368370643086
43.80133451834458,97.5396
