x,y
82.42925312580557,43.96731188722271
28.83788354933786,12.277197391127103
84.55324938634575,97.48074440692332
84.47204244826166,14.471047663961844
6.425480288880858,65.92602993489754
64.42322747057545,66.78264208735217
5.9904056774618635,79.47344388056428
37.52501963560654,80.71563244629371
78.11770502081582,10.059328987735627
49.521895337202,39.28804306318837
78.26231389440484,71.26414985906818
72.37807304684519,78.28549875234326
90.6617130965794,10.775203203905736
74.64878466638184,8.856698787301177
26.910959265930355,64.6563699450864
96.56294600778213,79.85610675760009
59.350006910914466,1.485989395807985
90.94396633594698,35.04525569272327
0.11369958931199964,64.4895408798141
36.954817022463224,11.724476602985845
0.1862091071956118,44.782245064778046
29.388370719612254,83.76037264904788
70.3807396042576,66.77776418945724
32.89611174141528,43.27905985536765
9.307791022869639,22.481981366518898
91.5035678853368,36.079546576741315
24.9478061439533,54.10229099563594
32.701344119582934,72.31068395372083
72.81177389560055,86.01127895978713
12.976311377364723,92.94853981657904
24.297673304540147,52.25456159977105
59.55927707437213,81.39395052755715
24.59104202048095,67.8499194035251
95.26088144573117,76.31455381912029
95.89699555231577,27.44392719893407
75.47476298863275,66.40778279691102
83.5574345539143,44.81315134059124
80.7904708732735,22.86588061671858
86.48602578441204,25.8492008747645
99.35446110124975,45.57921890830438
19.902252613707915,9.405912217155944
74.33147153375658,97.49355622641995
35.016895928304805,91.46419143445183
99.93849699643145,91.24432874016085
14.55757389340009,18.852877312740024
47.79124832827233,24.52905327318764
77.78855373439592,61.16703350970073
90.11486224244246,91.61775228811295
36.144518670330015,36.56180016693482
47.53879279004287,24.81878767217067
42.667202938384044,77.46366945560551
46.98794988262206,82.44180755219405
44.712750489198214,10.359332259369424
37.0217498962381,76.62494076582387
94.34208745654843,31.44178655380332
69.99153664735765,29.30996054400852
58.143707593028324,79.66224914451004
58.65820375038109,58.03990518693429
20.280108495906468,73.98132401506922
38.54538890554014,66.78736757028075
62.87791223807305,85.88437015945871
4.140391984259373,84.25564935775128
18.686605226832487,76.72579576723845
68.83502772187306,67.11516467100861
6.365774367767152,74.29031599249905
10.470182914436055,22.042445405267163
37.073619149325744,77.98307281703981
61.815217927834624,44.0418697427392
48.634545044286526,11.065245071206164
82.7727549413784,29.55618152828967
40.32824179213493,40.349974277601106
37.73892902536266,15.05750431850773
98.0171997953945,31.540695050056655
55.12445843469506,82.58508106671877
47.75202451049777,87.2755417671824
73.79771202229529,27.784635596826067
84.85747757308329,17.18862689617375
81.85829458040473,40.730855423382536
67.09579699702508,27.49289697350075
8.971257628114293,76.47115003199087
52.833038732811644,21.977785665580218
24.420236305613983,51.00166763335173
37.182919603639164,67.39168426214299
71.23580779500548,94.90339567677823
7.8334825446852445,72.36200613465385
20.811837138107858,19.514143203553157
27.874298839063684,7.043605195160618
31.302298707087107,6.016809203106243
24.2025941848361,7.119975866288408
46.23316220893866,69.69882064714639
94.91896524408922,45.25553754203572
42.79185057533842,95.27274003892259
46.8925096326473,71.85690172533677
49.90658575688158,96.83319320852338
32.47971958579864,75.89415069804333
27.042639288542127,76.26618964029367
60.032738240820485,96.57389617797767
0.8822379755153986,72.63983265134145
19.10126713863136,13.761769906151311
84.13291642493319,98.09415537168067
