x,y
15.790421772393447,54.74762482761463
47.67053828885462,45.83914756013871
9.06395128074211,78.57556410609293
12.398112323440492,50.84500487182654
58.52088658078591,32.99940651772467
23.45046937537215,83.74101390578537
63.29089286939548,58.98584525488236
99.35518355029113,32.200779727378006
21.240057703023062,46.98231259859729
51.50928818275913,65.93043932936791
7.100196729595709,17.420327851148166
20.730319151138954,69.68005570277566
82.76126782632855,71.70874535435604
23.899428767361684,10.648996337016625
71.06225124601283,45.351305204054924
63.33269555284191,2.6335565388122095
4.397082052773182,45.036299533229574
11.215110131364481,20.99210746857475
86.13727560378194,77.42248838670783
6.977733202765457,62.753667499953444
72.10043946793532,32.70180885053136
12.782530703906648,63.29154441260329
38.58431752237802,56.41142445605618
8.555299870448696,66.15421913980522
32.512298382470526,74.72381679434712
65.88870155219566,94.17200565920253
74.76278552481497,5.2690451108357905
98.09123344030341,47.453565951582036
75.73150221363366,48.57855360308454
0.9715045603908457,24.334881247237895
21.6280943240452,69.35603675046492
82.92701956533504,77.44595841361748
66.82294908819384,54.80864508878648
54.59347898760338,40.03126672109417
95.17709930076502,92.88015974864744
84.57593695134946,61.79184623327164
43.38826702358155,35.712709293054665
21.659808589856045,54.73015537800519
41.58238765508402,8.10865039666604
31.83546197320566,0.39668674801406345
98.03654712530458,80.04787108716368
63.154536815278874,29.790994192191633
53.034178899123695,94.96593557571651
5.173085591721616,22.187555666779367
34.22708777019263,45.890070596069066
45.28719421098826,22.198879807076445
93.22374949723236,16.09339863902082
75.68665191275943,10.281749553744678
8.025092154006675,58.065209953299245
82.44390665344304,60.40909976404375
27.314406386750733,39.23096595001052
72.40590907648493,86.49257160637583
55.4031791253362,84.0117636838402
7.316268312257856,34.291022207436825
99.98130248862516,15.129088455141604
55.88059212154174,77.75495401138558
82.1851758023125,98.6877997217814
18.65804932963301,2.2866228346704043
55.36174143700096,3.4518201752575806
33.720622641938455,38.441369041047466
52.95823409912068,78.8938723810681
21.17172448887449,54.12751729542703
63.586292539362624,53.44882009905915
49.548305228954625,60.10849659829841
55.36930358044362,83.18814215251167
12.18593259384333,35.15133962376319
47.46101267174075,52.08893649605668
81.23780755815304,2.0192826016372623
67.88325786249978,75.50186888551868
46.548818380568214,80.39311939626818
83.46933851644255,83.95366916466112
66.84001668207753,55.9729979831309
46.11310707608198,31.24615118455687
0.15472908120817142,6.227443996896964
31.28631817609091,98.46124621014091
48.96962516324636,63.73806966673725
30.013077023214706,65.95519987061523
2.696650180009419,92.54203956777917
89.66695643221924,3.9824644805366405
49.250535186343136,8.702106633781547
10.679824321957899,19.162377199759128
37.64476678656861,89.05966227337218
34.08555561837092,59.80000792131338
10.108922147342547,29.29548797056286
30.889637338812204,54.32021324098055
38.84317134205768,16.106077200340707
23.49029868921275,11.63686017190858
95.01062483305553,60.35460896839046
51.028887010554214,36.39907586895947
17.465237266395018,96.97775600744353
97.72940749119418,93.83337502380074
46.15563038253665,1.3726859584642148
73.49600770635651,83.50990162173201
54.51144153436424,48.136488312987616
15.12125728813879,0.165749380557223
34.029280861494534,94.16704439883158
91.65714390703828,38.40370197367198
92.37756755675596,72.64040664029623
51.19524901323136,38.67162849629965
45.685230955020785,90.4705078677776
